58732.759876	2284527600.000	   5.426	4171
58732.759923	2284527600.000	   5.024	4171
58732.759934	2284527600.000	   5.335	4171
58732.760131	2284527500.000	   6.257	4171
58732.760223	2284527400.000	   5.058	4171
58732.760374	2284527300.000	   5.204	4171
58732.760605	2284527200.000	   5.040	4171
58732.760652	2284527200.000	   5.483	4171
58732.760872	2284527000.000	   5.218	4171
58732.760895	2284527000.000	   7.101	4171
58732.761173	2284526900.000	   6.158	4171
58732.761566	2284526700.000	   6.719	4171
58732.762168	2284526400.000	   5.660	4171
58732.762179	2284526400.000	   5.951	4171
58732.763198	2284526000.000	   5.238	4171
58732.763395	2284525900.000	   5.800	4171
58732.763464	2284525900.000	   6.383	4171
58732.763649	2284525800.000	   6.160	4171
58732.763997	2284525700.000	   5.372	4171
58732.764020	2284525700.000	   5.625	4171
58732.764286	2284525600.000	   5.295	4171
58732.764309	2284525600.000	   5.327	4171
58732.764552	2284525500.000	   5.056	4171
58732.764633	2284525500.000	   5.255	4171
58732.764645	2284525500.000	   5.203	4171
58732.765108	2284525400.000	   5.651	4171
58732.765142	2284525400.000	   5.429	4171
58732.765281	2284525400.000	   5.209	4171
58732.765466	2284525300.000	   5.039	4171
58732.765513	2284525300.000	   5.496	4171
58732.766462	2284525200.000	   5.661	4171
58732.766879	2284525100.000	   5.077	4171
58732.767353	2284525100.000	   5.200	4171
58732.768117	2284525100.000	   5.663	4171
58732.768649	2284525100.000	   5.721	4171
58732.769344	2284525200.000	   5.080	4171
58732.769691	2284525200.000	   5.182	4171
58732.770247	2284525300.000	   5.223	4171
58732.803685	2284549000.000	  19.224	4171
58732.803697	2284549000.000	  19.912	4171
58732.803709	2284549000.000	  17.184	4171
58732.803720	2284549000.000	  15.658	4171
58732.803732	2284549000.000	  13.789	4171
58732.803743	2284549000.000	  12.285	4171
58732.803755	2284549000.000	  10.146	4171
58732.803766	2284549000.000	   9.423	4171
58732.803778	2284549000.000	   7.900	4171
58732.803790	2284549000.000	   7.081	4171
58732.803801	2284549100.000	   6.239	4171
58732.803813	2284549100.000	   7.053	4171
58732.803824	2284549100.000	   7.900	4171
58732.803836	2284549100.000	   9.125	4171
58732.803847	2284549100.000	  10.309	4171
58732.803859	2284549100.000	  12.213	4171
58732.803871	2284549100.000	  13.330	4171
58732.803882	2284549100.000	  14.654	4171
58732.803894	2284549100.000	  17.433	4171
58732.803905	2284549100.000	  19.040	4171
58732.803917	2284549100.000	  21.450	4171
58732.803929	2284549100.000	  23.831	4171
58732.803940	2284549100.000	  25.166	4171
58732.803952	2284549100.000	  24.150	4171
58732.803963	2284549100.000	  24.250	4171
58732.803975	2284549100.000	  23.507	4171
58732.803986	2284549100.000	  20.929	4171
58732.803998	2284549100.000	  18.888	4171
58732.804009	2284549100.000	  17.245	4171
58732.804021	2284549100.000	  15.573	4171
58732.804033	2284549100.000	  14.490	4171
58732.804044	2284549100.000	  12.294	4171
58732.804056	2284549100.000	   9.978	4171
58732.804067	2284549100.000	   8.956	4171
58732.804079	2284549100.000	   8.205	4171
58732.804091	2284549100.000	   7.289	4171
58732.804102	2284549100.000	   6.298	4171
58732.804114	2284549200.000	   7.175	4171
58732.804125	2284549200.000	   7.399	4171
58732.804137	2284549200.000	   8.626	4171
58732.804148	2284549200.000	  10.237	4171
58732.804160	2284549200.000	  11.025	4171
58732.804172	2284549200.000	  11.770	4171
58732.804183	2284549200.000	  13.179	4171
58732.804195	2284549200.000	  16.277	4171
58732.804206	2284549200.000	  16.715	4171
58732.804218	2284549200.000	  18.442	4171
58732.804229	2284549200.000	  19.166	4171
58732.804241	2284549200.000	  23.761	4171
58732.804253	2284549200.000	  24.033	4171
58732.804264	2284549200.000	  25.541	4171
58732.804276	2284549200.000	  24.276	4171
58732.804287	2284549200.000	  22.881	4171
58732.804299	2284549200.000	  21.349	4171
58732.804310	2284549200.000	  21.754	4171
58732.804322	2284549200.000	  18.205	4171
58732.804334	2284549200.000	  17.150	4171
58732.804345	2284549200.000	  15.706	4171
58732.804357	2284549200.000	  13.002	4171
58732.804368	2284549200.000	  12.097	4171
58732.804380	2284549200.000	  10.498	4171
58732.804391	2284549200.000	   9.611	4171
58732.804403	2284549200.000	   8.454	4171
58732.804415	2284549200.000	   7.398	4171
58732.804426	2284549200.000	   6.733	4171
58732.804438	2284549300.000	   6.488	4171
58732.804449	2284549300.000	   6.864	4171
58732.804461	2284549300.000	   7.693	4171
58732.804472	2284549300.000	   9.021	4171
58732.804484	2284549300.000	  10.064	4171
58732.804496	2284549300.000	  10.049	4171
58732.804507	2284549300.000	  12.159	4171
58732.804519	2284549300.000	  14.009	4171
58732.804530	2284549300.000	  15.765	4171
58732.804542	2284549300.000	  17.128	4171
58732.804554	2284549300.000	  18.690	4171
58732.804565	2284549300.000	  20.362	4171
58732.804577	2284549300.000	  23.324	4171
58732.804588	2284549300.000	  23.691	4171
58732.804600	2284549300.000	  23.936	4171
58732.804611	2284549300.000	  24.938	4171
58732.804623	2284549300.000	  24.426	4171
58732.804635	2284549300.000	  25.211	4171
58732.804646	2284549300.000	  23.144	4171
58732.804658	2284549300.000	  21.287	4171
58732.804669	2284549300.000	  17.461	4171
58732.804681	2284549300.000	  17.614	4171
58732.804692	2284549300.000	  15.618	4171
58732.804704	2284549300.000	  14.396	4171
58732.804716	2284549300.000	  12.985	4171
58732.804727	2284549300.000	  11.051	4171
58732.804739	2284549300.000	  10.442	4171
58732.804750	2284549300.000	   8.991	4171
58732.804762	2284549300.000	   8.364	4171
58732.804773	2284549300.000	   7.967	4171
58732.804785	2284549300.000	   7.303	4171
58732.804797	2284549300.000	   6.574	4171
58732.804808	2284549400.000	   6.939	4171
58732.804820	2284549400.000	   7.825	4171
58732.804831	2284549400.000	   8.493	4171
58732.804843	2284549400.000	   9.180	4171
58732.804854	2284549400.000	  10.370	4171
58732.804866	2284549400.000	  12.421	4171
58732.804878	2284549400.000	  14.026	4171
58732.804889	2284549400.000	  14.726	4171
58732.804901	2284549400.000	  16.400	4171
58732.804912	2284549400.000	  16.493	4171
58732.804924	2284549400.000	  17.544	4171
58732.804935	2284549400.000	  19.542	4171
58732.804947	2284549400.000	  22.090	4171
58732.804959	2284549400.000	  23.323	4171
58732.804970	2284549400.000	  23.676	4171
58732.804982	2284549400.000	  24.050	4171
58732.804993	2284549400.000	  24.406	4171
58732.805005	2284549400.000	  24.377	4171
58732.805016	2284549400.000	  22.837	4171
58732.805028	2284549400.000	  20.664	4171
58732.805040	2284549400.000	  20.067	4171
58732.805051	2284549400.000	  18.644	4171
58732.805063	2284549400.000	  17.528	4171
58732.805074	2284549400.000	  14.794	4171
58732.805086	2284549400.000	  13.355	4171
58732.805097	2284549400.000	  12.363	4171
58732.805109	2284549400.000	  11.306	4171
58732.805121	2284549400.000	   9.689	4171
58732.805132	2284549400.000	   9.436	4171
58732.805144	2284549400.000	   8.488	4171
